1,	84,	99.000000,	100.000000
2,	97,	100.000000,	100.000000
3,	24,	88.000000,	86.500000
4,	10,	84.700000,	97.400000
5,	107,	89.000000,	87.000000
6,	30,	83.200000,	83.200000
7,	36,	100.000000,	100.000000
8,	86,	74.500000,	82.100000
9,	45,	75.800000,	52.200000
10,	4,	97.400000,	84.700000
11,	128,	94.500000,	89.500000
12,	17,	100.000000,	100.000000
13,	82,	97.200000,	90.900000
14,	69,	100.000000,	100.000000
15,	96,	91.500000,	86.000000
16,	22,	93.600000,	82.100000
17,	12,	100.000000,	100.000000
18,	55,	100.000000,	99.000000
19,	93,	75.600000,	66.700000
20,	44,	89.100000,	89.200000
21,	106,	100.000000,	100.000000
22,	16,	82.100000,	93.600000
23,	103,	91.000000,	69.000000
24,	3,	86.500000,	88.000000
25,	117,	71.300000,	71.400000
26,	132,	50.000000,	70.000000
27,	126,	100.000000,	100.000000
28,	75,	100.000000,	100.000000
29,	111,	86.500000,	95.000000
30,	6,	83.200000,	83.200000
31,	53,	99.000000,	100.000000
32,	116,	89.300000,	73.000000
33,	87,	70.000000,	40.400000
34,	63,	100.000000,	100.000000
35,	95,	75.000000,	58.300000
36,	7,	100.000000,	100.000000
37,	39,	100.000000,	100.000000
38,	42,	89.100000,	76.900000
39,	37,	100.000000,	100.000000
40,	100,	93.000000,	86.700000
41,	61,	75.000000,	86.400000
42,	38,	76.900000,	89.100000
43,	108,	100.000000,	100.000000
44,	20,	89.200000,	89.100000
45,	9,	52.200000,	75.800000
46,	56,	84.000000,	87.000000
47,	85,	89.000000,	93.000000
48,	51,	90.500000,	93.000000
49,	131,	92.500000,	96.000000
50,	120,	81.500000,	89.000000
51,	48,	93.000000,	90.500000
52,	58,	92.000000,	96.000000
53,	31,	100.000000,	99.000000
54,	77,	100.000000,	100.000000
55,	18,	99.000000,	100.000000
56,	46,	87.000000,	84.000000
57,	73,	96.000000,	92.000000
58,	52,	96.000000,	92.000000
59,	70,	100.000000,	100.000000
60,	92,	100.000000,	100.000000
61,	41,	86.400000,	75.000000
62,	81,	60.200000,	33.900000
63,	34,	100.000000,	100.000000
64,	76,	64.900000,	59.300000
65,	115,	89.000000,	88.500000
66,	129,	57.900000,	76.500000
67,	123,	59.400000,	61.300000
68,	90,	90.000000,	86.000000
69,	14,	100.000000,	100.000000
70,	59,	100.000000,	100.000000
71,	98,	93.500000,	91.500000
72,	94,	89.500000,	89.000000
73,	57,	92.000000,	96.000000
74,	99,	94.000000,	94.000000
75,	28,	100.000000,	100.000000
76,	64,	59.300000,	64.900000
77,	54,	100.000000,	100.000000
78,	104,	100.000000,	100.000000
79,	124,	100.000000,	100.000000
80,	110,	71.300000,	80.200000
81,	62,	33.900000,	60.200000
82,	13,	90.900000,	97.200000
83,	105,	82.000000,	88.500000
84,	1,	100.000000,	99.000000
85,	47,	93.000000,	89.000000
86,	8,	82.100000,	74.500000
87,	33,	40.400000,	70.000000
88,	125,	13.200000,	30.900000
89,	112,	92.500000,	97.000000
90,	68,	86.000000,	90.000000
91,	122,	87.000000,	93.500000
92,	60,	100.000000,	100.000000
93,	19,	66.700000,	75.600000
94,	72,	89.000000,	89.500000
95,	35,	58.300000,	75.000000
96,	15,	86.000000,	91.500000
97,	2,	100.000000,	100.000000
98,	71,	91.500000,	93.500000
99,	74,	94.000000,	94.000000
100,	40,	86.700000,	93.000000
101,	121,	88.500000,	87.500000
102,	114,	87.500000,	80.000000
103,	23,	69.000000,	91.000000
104,	78,	100.000000,	100.000000
105,	83,	88.500000,	82.000000
106,	21,	100.000000,	100.000000
107,	5,	87.000000,	89.000000
108,	43,	100.000000,	100.000000
109,	113,	96.000000,	96.000000
110,	80,	80.200000,	71.300000
111,	29,	95.000000,	86.500000
112,	89,	97.000000,	92.500000
113,	109,	96.000000,	96.000000
114,	102,	80.000000,	87.500000
115,	65,	88.500000,	89.000000
116,	32,	73.000000,	89.300000
117,	25,	71.400000,	71.300000
118,	130,	82.200000,	87.700000
119,	127,	100.000000,	99.000000
120,	50,	89.000000,	81.500000
121,	101,	87.500000,	88.500000
122,	91,	93.500000,	87.000000
123,	67,	61.300000,	59.400000
124,	79,	100.000000,	100.000000
125,	88,	30.900000,	13.200000
126,	27,	100.000000,	100.000000
127,	119,	99.000000,	100.000000
128,	11,	89.500000,	94.500000
129,	66,	76.500000,	57.900000
130,	118,	87.700000,	82.200000
131,	49,	96.000000,	92.500000
132,	26,	70.000000,	50.000000
